job,link,time,price,bid,status
Cloudfare Wrangler and Worker Configuration.,https://www.freelancer.com/projects/mongodb/cloudfare-wrangler-worker-configuration/,1 day left,$120,2 bids,VERIFIED
Yellowood Corporations: Field Sales Executive.,https://www.freelancer.com/projects/excel/yellowood-corporations-field-sales/,1 day left,$202,2 bids,
interactive brokers python,https://www.freelancer.com/projects/python/interactive-brokers-python/,4 days left,$185,2 bids,
Factory reset Android that is locked with gmail,https://www.freelancer.com/projects/android/factory-reset-android-that-locked/,5 days left,$11,2 bids,VERIFIED
Retrieving Printing Information To Print using C++,https://www.freelancer.com/projects/software-architecture/retrieving-printing-information-print/,5 days left,$14,2 bids,VERIFIED
"Need a wordpress expert (Notice : Read full detail about project, don't ping me without reading details) -- 2",https://www.freelancer.com/projects/wordpress/need-wordpress-expert-notice-read-28348781/,5 days left,$8,2 bids,VERIFIED
API for Payment Gateway for Wordpress,https://www.freelancer.com/projects/wordpress/api-for-payment-gateway-for/,4 days left,$17,2 bids,
Write me a program or an extension to a website that will allow me to cheat the game that is on that website,https://www.freelancer.com/projects/php/write-program-extension-website-that/,5 days left,$1187,2 bids,
"Digital painting, caricature",https://www.freelancer.com/contest/digital-painting-caricature-1855056.html,6 days left,$15,2 entries,
Christ paul,https://www.freelancer.com/projects/logo-design/christ-paul/,4 days left,$17 / hr,2 bids,
Aws Lambda / Quicksight video tutorial,https://www.freelancer.com/projects/amazon-web-services/aws-lambda-quicksight-video-tutorial/,4 days left,$425,2 bids,VERIFIED
aeinst digital fiat currency,https://www.freelancer.com/projects/java/aeinst-digital-fiat-currency/,25 days left,$10 - $30,2 bids,VERIFIED
I want to prepare api manager,https://www.freelancer.com/projects/software-architecture/want-prepare-api-manager/,15 hours left,$759,2 bids,
Implement a simple filesystem from scratch,https://www.freelancer.com/projects/c-programming/implement-simple-filesystem-from-scratch/,2 hours left,$160,2 bids,
Restore the firebase project,https://www.freelancer.com/projects/google-firebase/restore-the-firebase-project/,6 hours left,$10 - $30,2 bids,VERIFIED
Set up Email Campaign,https://www.freelancer.com/projects/email-developer/set-email-campaign/,1 day left,$133,2 bids,VERIFIED
WIX CODING,https://www.freelancer.com/projects/website-design/wix-coding-28307036/,1 day left,$20,2 bids,
Looking for an Oracle Visual Builder product expert who can complete the PPT file.,https://www.freelancer.com/projects/solutions-architecture/looking-for-oracle-visual-builder/,2 days left,$650,2 bids,VERIFIED
Need a business development executive for selling Educode Coding Licences for Kids,https://www.freelancer.com/projects/need-business-development-executive-for/,3 days left,$234,2 bids,VERIFIED
Telegram members add software development,https://www.freelancer.com/projects/sales/telegram-members-add-software/,3 days left,$8 / hr,2 bids,
E-mail Block Problem,https://www.freelancer.com/projects/website-management/mail-block-problem/,1 day left,$22,2 bids,VERIFIED
Quill editor expert,https://www.freelancer.com/projects/css/quill-editor-expert/,5 days left,$176,2 bids,VERIFIED
Need digital marketer,https://www.freelancer.com/projects/digital-marketing/need-digital-marketer-28358920/,5 days left,$25,2 bids,
2 Gifs y un banner para linkedin,https://www.freelancer.com/contest/gifs-y-un-banner-para-linkedin-1854895.html,5 days left,$50,2 entries,
I need one game developer -- 2,https://www.freelancer.com/projects/mobile-phone/need-one-game-developer-28356237/,5 days left,$270,2 bids,
Urgent sale my product,https://www.freelancer.com/projects/sales/urgent-sale-product-28326120/,3 days left,$35 / hr,2 bids,
"Looking for a HTML/CSS, SquareSpace Expert and API Expert -- 3",https://www.freelancer.com/projects/php/looking-for-html-css-squarespace-28371369/,6 days left,$99,2 bids,VERIFIED
Build a website on google workspace platform,https://www.freelancer.com/projects/website-design/build-website-google-workspace-platform/,1 day left,$142,2 bids,
WIX developer to add a field in member area which is filled by admin only,https://www.freelancer.com/projects/html/wix-developer-add-field-member/,2 days left,$17,2 bids,VERIFIED
Blockchain Expert.,https://www.freelancer.com/projects/php/blockchain-expert-28321271/,2 days left,$30,2 bids,VERIFIED
Company with Several Workers for Twitter Support 24/7,https://www.freelancer.com/projects/twitter/company-with-several-workers-for/,3 days left,$10,2 bids,VERIFIED
Fix my Google my Business Suspended Account,https://www.freelancer.com/projects/website-design/fix-google-business-suspended-account/,1 day left,$17,2 bids,
I need a videographer,https://www.freelancer.com/projects/video-editing/need-videographer-28309301/,2 days left,$1052,2 bids,
write a script to redirect link (base64 encode) and cache the decoded links -- 2,https://www.freelancer.com/projects/php/write-script-redirect-link-base-28357067/,5 days left,$25,2 bids,
Online APK Downloader,https://www.freelancer.com/projects/znode/online-apk-downloader/,5 days left,$140,2 bids,VERIFIED
A Coding Platform Like https://leetcode.com with additional Course pages like (https://www.udacity.com),https://www.freelancer.com/projects/javascript/coding-platform-like-https-leetcode/,5 days left,$385,2 bids,
English to Tigrinya,https://www.freelancer.com/projects/translation/english-tigrinya-28366095/,6 days left,$14 / hr,2 bids,
A peace of code needed,https://www.freelancer.com/projects/wordpress/peace-code-needed/,5 days left,$27,2 bids,VERIFIED
Azure devops c++,https://www.freelancer.com/projects/c-sharp-programming/azure-devops-28318168/,2 days left,$3 / hr,2 bids,VERIFIED
django bootstrap multi vendor website,https://www.freelancer.com/projects/django/django-bootstrap-multi-vendor-website/,6 days left,$19,2 bids,VERIFIED
Need A Bidder,https://www.freelancer.com/projects/statistics/need-bidder/,6 days left,$253,2 bids,VERIFIED
promote  my affiliate link,https://www.freelancer.com/projects/internet-marketing/promote-affiliate-link-28373473/,6 days left,$22,2 bids,VERIFIED
----Expert google ads for teach me how create  several account with coupon free ----- -- 2,https://www.freelancer.com/projects/internet-marketing/expert-google-ads-for-teach-28292924/,18 hours left,$12 / hr,2 bids,VERIFIED
I need rstp server of tik tok,https://www.freelancer.com/projects/tiktok/need-rstp-server-tik-tok/,7 hours left,$15,2 bids,VERIFIED
i need a system verilog and mips developer,https://www.freelancer.com/projects/software-architecture/need-system-verilog-mips-developer/,13 hours left,$42,2 bids,VERIFIED
"i need developer vb asp.net , need to do Cart page",https://www.freelancer.com/projects/twitter-bootstrap/need-developer-asp-net-need/,2 days left,$191,2 bids,
Blockchain Expert,https://www.freelancer.com/projects/android/blockchain-expert-28321126/,2 days left,$19,2 bids,VERIFIED
sock5 connect for ios app -- 2,https://www.freelancer.com/projects/mobile-phone/sock-connect-for-ios-app/,3 days left,$275,2 bids,VERIFIED
2d international payment gatway,https://www.freelancer.com/projects/php/international-payment-gatway/,4 days left,$13,2 bids,
Jira Addon Expert with JavaScript,https://www.freelancer.com/projects/javascript/jira-addon-expert-with-javascript/,4 days left,$12 / hr,2 bids,
Only Hebrew native speaker -- 10,https://www.freelancer.com/projects/hebrew/only-hebrew-native-speaker-28317377/,2 days left,$21,2 bids,VERIFIED
caniva cafe,https://www.freelancer.com/projects/copywriting/caniva-cafe/,5 days left,$11,2 bids,
Agora live video module coded in codeigniter.,https://www.freelancer.com/projects/php/agora-live-video-module-coded/,5 days left,$8 / hr,2 bids,VERIFIED
Troubleshoot Tiktok video processing on my server,https://www.freelancer.com/projects/video-processing/troubleshoot-tiktok-video-processing/,5 days left,$30,2 bids,VERIFIED
I need a json programmer,https://www.freelancer.com/projects/javascript/need-json-programmer/,6 days left,$25,2 bids,
astrology - synastry - relationship model development,https://www.freelancer.com/projects/english-spelling/astrology-synastry-relationship-model/,6 days left,$14 / hr,2 bids,
Sales Executive,https://www.freelancer.com/projects/telemarketing/sales-executive-28364352/,6 days left,$422,2 bids,VERIFIED
Review plugins and remove as neccasary. 65 plugins are there in total,https://www.freelancer.com/projects/woocommerce/review-plugins-remove-neccasary-plugins/,6 days left,$17,2 bids,VERIFIED
renko charts for trading futures,https://www.freelancer.com/projects/metatrader/renko-charts-for-trading-futures/,5 days left,$394,2 bids,
Twitter analysis using R,https://www.freelancer.com/projects/software-architecture/twitter-analysis-using/,4 days left,$175,2 bids,
Vedio editor,https://www.freelancer.com/projects/mobile-phone/vedio-editor/,4 days left,$110,2 bids,
Link Checker Bot for phpbb3 version 3.3.0,https://www.freelancer.com/projects/php/link-checker-bot-for-phpbb-28369839/,6 days left,$110,2 bids,
Make an integration SAP->VTEX,https://www.freelancer.com/projects/vlsi/make-integration-sap-vtex/,6 days left,$750,2 bids,
React Front End developer,https://www.freelancer.com/projects/javascript/react-front-end-developer-28371946/,6 days left,$287,2 bids,
ISPS Port Facility Security Officer online Training Course,https://www.freelancer.com/projects/security/isps-port-facility-security-officer/,10 hours left,$625,2 bids,
PHP developer needed,https://www.freelancer.com/projects/php/php-developer-needed-28373679/,6 days left,$27,2 bids,
Create facebook audience via api access in java,https://www.freelancer.com/projects/java/create-facebook-audience-via-api/,Ended,$57,2 bids,VERIFIED
"I need to build a shopify website,",https://www.freelancer.com/projects/shopify-site/need-build-shopify-website-28302861/,1 day left,$3388 - $6776,2 bids,VERIFIED
Web Applcation Customisation for modules -- 3,https://www.freelancer.com/projects/python/web-applcation-customisation-for-modules/,2 days left,$102,2 bids,VERIFIED
I need a NER registered engineer,https://www.freelancer.com/projects/engineering/need-ner-registered-engineer/,2 days left,$106,2 bids,
app development,https://www.freelancer.com/projects/app-developer/app-development-28317782/,2 days left,$16,2 bids,
erc20 Blockchain Experts,https://www.freelancer.com/projects/php/erc-blockchain-experts/,4 days left,$46,2 bids,VERIFIED
Hi.I need development IOS VPN APP,https://www.freelancer.com/projects/ipad/need-development-ios-vpn-app/,4 days left,$4500,2 bids,
SAP PP module,https://www.freelancer.com/projects/sap/sap-module-28362008/,6 days left,$2375,2 bids,VERIFIED
Uk Financial Advisor required,https://www.freelancer.com/projects/blog-install/financial-advisor-required/,4 days left,$195,2 bids,VERIFIED
Deploy pytorch model on aws lambda.,https://www.freelancer.com/projects/python/deploy-pytorch-model-aws-lambda/,6 days left,$57,2 bids,VERIFIED
Facebook live - download(Get) comments to file during live show,https://www.freelancer.com/projects/javascript/facebook-live-download-get-comments/,6 days left,$180,2 bids,
IT Recruiter,https://www.freelancer.com/projects/technical-recruiter/recruiter-28370080/,6 days left,$108,2 bids,
payroll clerk,https://www.freelancer.com/projects/accounting/payroll-clerk-28373649/,6 days left,$26 / hr,2 bids,
VOIP access through a cradlepoint,https://www.freelancer.com/projects/voip/voip-access-through-cradlepoint/,23 hours left,$150,2 bids,VERIFIED
Virtual Printer Driver,https://www.freelancer.com/projects/software-architecture/virtual-printer-driver-28291984/,17 hours left,$161,2 bids,VERIFIED
Nginx upstream prematurely closed,https://www.freelancer.com/projects/nodejs/nginx-upstream-prematurely-closed/,1 day left,$23,2 bids,
The Paradise Road restaurant,https://www.freelancer.com/projects/building/the-paradise-road-restaurant/,Ending left,$150,2 bids,
automation,https://www.freelancer.com/projects/cplusplus-programming/automation-28287602/,10 hours left,$14,2 bids,
Gabon native French Recording,https://www.freelancer.com/projects/french/gabon-native-french-recording/,1 day left,$40,2 bids,VERIFIED
Floreant Customization,https://www.freelancer.com/projects/java/floreant-customization/,2 days left,$85,2 bids,VERIFIED
Lightroom - organize my catalog files,https://www.freelancer.com/projects/adobe-lightroom/lightroom-organize-catalog-files/,2 days left,$60,2 bids,
Haskell Programmer Need it - ES - ENG - PR,https://www.freelancer.com/projects/electrical-engineering/haskell-programmer-need-eng/,18 hours left,$13 / hr,2 bids,VERIFIED
Business development position from Mexico in a Japanese company [remote work],https://www.freelancer.com/projects/sales/business-development-position-from/,3 days left,$5 / hr,2 bids,VERIFIED
Software Requirements and Specifications,https://www.freelancer.com/projects/computer-science/software-requirements-specifications/,2 days left,$21,2 bids,VERIFIED
Urgent ruby on Rails Rspec tests now,https://www.freelancer.com/projects/ruby-on-rails/urgent-ruby-rails-rspec-tests/,3 days left,$9 / hr,2 bids,VERIFIED
Need to Integrate Azure Media Player to my website built in Python Django (Also have to solution from stackoverflow),https://www.freelancer.com/projects/python/need-integrate-azure-media-player/,2 days left,$16,2 bids,VERIFIED
